cord_uid,sha,source_x,title,doi,pmcid,pubmed_id,license,abstract,publish_time,authors,journal,Microsoft Academic Paper ID,WHO #Covidence,has_pdf_parse,has_pmc_xml_parse,full_text_file,url
gdsfkw1b,8d7400a2b387820cd391d7df8194642e50402a0c,PMC,Protein secretion in Lactococcus lactis : an efficient way to increase the overall heterologous protein production,10.1186/1475-2859-4-2,PMC545053,15631634,cc-by,"Lactococcus lactis, the model lactic acid bacterium (LAB), is a food grade and well-characterized Gram positive bacterium. It is a good candidate for heterologous protein delivery in foodstuff or in the digestive tract. L. lactis can also be used as a protein producer in fermentor. Many heterologous proteins have already been produced in L. lactis but only few reports allow comparing production yields for a given protein either produced intracellularly or secreted in the medium. Here, we review several works evaluating the influence of the localization on the production yields of several heterologous proteins produced in L. lactis. The questions of size limits, conformation, and proteolysis are addressed and discussed with regard to protein yields. These data show that i) secretion is preferable to cytoplasmic production; ii) secretion enhancement (by signal peptide and propeptide optimization) results in increased production yield; iii) protein conformation rather than protein size can impair secretion and thus alter production yields; and iv) fusion of a stable protein can stabilize labile proteins. The role of intracellular proteolysis on heterologous cytoplasmic proteins and precursors is discussed. The new challenges now are the development of food grade systems and the identification and optimization of host factors affecting heterologous protein production not only in L. lactis, but also in other LAB species.",2005-01-04,"Le Loir, Yves; Azevedo, Vasco; Oliveira, Sergio C; Freitas, Daniela A; Miyoshi, Anderson; BermÃºdez-HumarÃ¡n, Luis G; Nouaille, SÃ©bastien; Ribeiro, Luciana A; Leclercq, Sophie; Gabriel, Jane E; Guimaraes, Valeria D; Oliveira, MaricÃª N; Charlier, Cathy; Gautier, Michel; Langella, Philippe",Microb Cell Fact,,,True,True,comm_use_subset,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC545053/
0s6ort9f,90c1ab8b02263998f809915b0629da5aa1cbc47a,PMC,Accuracy of parents in measuring body temperature with a tympanic thermometer,10.1186/1471-2296-6-3,PMC545063,15644134,cc-by,"BACKGROUND: It is now common for parents to measure tympanic temperatures in children. The objective of this study was to assess the diagnostic accuracy of these measurements. METHODS: Parents and then nurses measured the temperature of 60 children with a tympanic thermometer designed for home use (home thermometer). The reference standard was a temperature measured by a nurse with a model of tympanic thermometer commonly used in hospitals (hospital thermometer). A difference of â¥ 0.5 Â°C was considered clinically significant. A fever was defined as a temperature â¥ 38.5 Â°C. RESULTS: The mean absolute difference between the readings done by the parent and the nurse with the home thermometer was 0.44 Â± 0.61 Â°C, and 33% of the readings differed by â¥ 0.5 Â°C. The mean absolute difference between the readings done by the parent with the home thermometer and the nurse with the hospital thermometer was 0.51 Â± 0.63 Â°C, and 72 % of the readings differed by â¥ 0.5 Â°C. Using the home thermometer, parents detected fever with a sensitivity of 76% (95% CI 50â93%), a specificity of 95% (95% CI 84â99%), a positive predictive value of 87% (95% CI 60â98%), and a negative predictive value of 91% (95% CI 79â98 %). In comparing the readings the nurse obtained from the two different tympanic thermometers, the mean absolute difference was 0.24 Â± 0.22 Â°C. Nurses detected fever with a sensitivity of 94% (95 % CI 71â100 %), a specificity of 88% (95% CI 75â96 %), a positive predictive value of 76% (95% CI 53â92%), and a negative predictive value of 97% (95%CI 87â100 %) using the home thermometer. The intraclass correlation coefficient for the three sets of readings was 0.80, and the consistency of readings was not affected by the body temperature. CONCLUSIONS: The readings done by parents with a tympanic thermometer designed for home use differed a clinically significant amount from the reference standard (readings done by nurses with a model of tympanic thermometer commonly used in hospitals) the majority of the time, and parents failed to detect fever about one-quarter of the time. Tympanic readings reported by parents should be interpreted with great caution.",2005-01-11,"Robinson, Joan L; Jou, Hsing; Spady, Donald W",BMC Fam Pract,,,True,True,comm_use_subset,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC545063/
zl5lgcog,865f101ce80657e1347a4a35dabfa911a3072429,PMC,Trade and Health: Is the Health Community Ready for Action?,10.1371/journal.pmed.0020008,PMC545201,15696218,cc-by,There are greater tensions than ever before between promoting trade and protecting health. Human health could lose out to trade liberalization unless the health community fights its case,2005-01-25,"Lee, Kelley; Koivusalo, Meri",PLoS Med,,,True,True,comm_use_subset,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC545201/
2su7oqbz,09fc4c5e368a43d21f5130cb8474d61d65191dd9,PMC,Locked nucleic acid (LNA) mediated improvements in siRNA stability and functionality,10.1093/nar/gki193,PMC546170,15653644,no-cc,"Therapeutic application of the recently discovered small interfering RNA (siRNA) gene silencing phenomenon will be dependent on improvements in molecule bio-stability, specificity and delivery. To address these issues, we have systematically modified siRNA with the synthetic RNA-like high affinity nucleotide analogue, Locked Nucleic Acid (LNA). Here, we show that incorporation of LNA substantially enhances serum half-life of siRNA's, which is a key requirement for therapeutic use. Moreover, we provide evidence that LNA is compatible with the intracellular siRNA machinery and can be used to reduce undesired, sequence-related off-target effects. LNA-modified siRNAs targeting the emerging disease SARS, show improved efficiency over unmodified siRNA on certain RNA motifs. The results from this study emphasize LNA's promise in converting siRNA from a functional genomics technology to a therapeutic platform.",2005-01-14,"ElmÃ©n, Joacim; Thonberg, HÃ¥kan; Ljungberg, Karl; Frieden, Miriam; Westergaard, Majken; Xu, Yunhe; Wahren, Britta; Liang, Zicai; Ãrum, Henrik; Koch, Troels; Wahlestedt, Claes",Nucleic Acids Res,,,True,True,custom_license,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC546170/
yba7mdtb,f1d1b9694aa43c837d9b758cb2d45d8a24d293e3,PMC,Detection and characterization of horizontal transfers in prokaryotes using genomic signature,10.1093/nar/gni004,PMC546175,15653627,no-cc,"Horizontal DNA transfer is an important factor of evolution and participates in biological diversity. Unfortunately, the location and length of horizontal transfers (HTs) are known for very few species. The usage of short oligonucleotides in a sequence (the so-called genomic signature) has been shown to be species-specific even in DNA fragments as short as 1 kb. The genomic signature is therefore proposed as a tool to detect HTs. Since DNA transfers originate from species with a signature different from those of the recipient species, the analysis of local variations of signature along recipient genome may allow for detecting exogenous DNA. The strategy consists in (i) scanning the genome with a sliding window, and calculating the corresponding local signature (ii) evaluating its deviation from the signature of the whole genome and (iii) looking for similar signatures in a database of genomic signatures. A total of 22 prokaryote genomes are analyzed in this way. It has been observed that atypical regions make up â¼6% of each genome on the average. Most of the claimed HTs as well as new ones are detected. The origin of putative DNA transfers is looked for among â¼12 000 species. Donor species are proposed and sometimes strongly suggested, considering similarity of signatures. Among the species studied, Bacillus subtilis, Haemophilus Influenzae and Escherichia coli are investigated by many authors and give the opportunity to perform a thorough comparison of most of the bioinformatics methods used to detect HTs.",2005-01-13,"Dufraigne, Christine; Fertil, Bernard; Lespinats, Sylvain; Giron, Alain; Deschavanne, Patrick",Nucleic Acids Res,,,True,True,custom_license,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC546175/
ic4d9dhk,72ace5af731fdf4c384e912b074193d13902b7a1,PMC,Expression profile of immune response genes in patients with Severe Acute Respiratory Syndrome,10.1186/1471-2172-6-2,PMC546205,15655079,cc-by,"BACKGROUND: Severe acute respiratory syndrome (SARS) emerged in later February 2003, as a new epidemic form of life-threatening infection caused by a novel coronavirus. However, the immune-pathogenesis of SARS is poorly understood. To understand the host response to this pathogen, we investigated the gene expression profiles of peripheral blood mononuclear cells (PBMCs) derived from SARS patients, and compared with healthy controls. RESULTS: The number of differentially expressed genes was found to be 186 under stringent filtering criteria of microarray data analysis. Several genes were highly up-regulated in patients with SARS, such as, the genes coding for Lactoferrin, S100A9 and Lipocalin 2. The real-time PCR method verified the results of the gene array analysis and showed that those genes that were up-regulated as determined by microarray analysis were also found to be comparatively up-regulated by real-time PCR analysis. CONCLUSIONS: This differential gene expression profiling of PBMCs from patients with SARS strongly suggests that the response of SARS affected patients seems to be mainly an innate inflammatory response, rather than a specific immune response against a viral infection, as we observed a complete lack of cytokine genes usually triggered during a viral infection. Our study shows for the first time how the immune system responds to the SARS infection, and opens new possibilities for designing new diagnostics and treatments for this new life-threatening disease.",2005-01-18,"Reghunathan, Renji; Jayapal, Manikandan; Hsu, Li-Yang; Chng, Hiok-Hee; Tai, Dessmon; Leung, Bernard P; Melendez, Alirio J",BMC Immunol,,,True,True,comm_use_subset,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC546205/
jh9e85c0,d16e1bd4c6cae1bb55dbc695c5e2ba5105a13921,PMC,Molecular mechanisms of severe acute respiratory syndrome (SARS),10.1186/1465-9921-6-8,PMC548145,15661082,cc-by,"Severe acute respiratory syndrome (SARS) is a new infectious disease caused by a novel coronavirus that leads to deleterious pulmonary pathological features. Due to its high morbidity and mortality and widespread occurrence, SARS has evolved as an important respiratory disease which may be encountered everywhere in the world. The virus was identified as the causative agent of SARS due to the efforts of a WHO-led laboratory network. The potential mutability of the SARS-CoV genome may lead to new SARS outbreaks and several regions of the viral genomes open reading frames have been identified which may contribute to the severe virulence of the virus. With regard to the pathogenesis of SARS, several mechanisms involving both direct effects on target cells and indirect effects via the immune system may exist. Vaccination would offer the most attractive approach to prevent new epidemics of SARS, but the development of vaccines is difficult due to missing data on the role of immune system-virus interactions and the potential mutability of the virus. Even in a situation of no new infections, SARS remains a major health hazard, as new epidemics may arise. Therefore, further experimental and clinical research is required to control the disease.",2005-01-20,"Groneberg, David A; Hilgenfeld, Rolf; Zabel, Peter",Respir Res,,,True,True,comm_use_subset,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC548145/
7vi6skvh,0c3220694f8a18b6dcd64afae28c4784190e4ee6,PMC,"A molecular beacon, bead-based assay for the detection of nucleic acids by flow cytometry",10.1093/nar/gni015,PMC548373,15659574,no-cc,"Molecular beacons are dual-labelled probes that are typically used in real-time PCR assays, but have also been conjugated with solid matrices for use in microarrays or biosensors. We have developed a fluid array system using microsphere-conjugated molecular beacons and the flow cytometer for the specific, multiplexed detection of unlabelled nucleic acids in solution. For this array system, molecular beacons were conjugated with microspheres using a biotin-streptavidin linkage. A bridged conjugation method using streptavidin increased the signal-to-noise ratio, allowing for further discrimination of target quantitation. Using beads of different sizes and molecular beacons in two fluorophore colours, synthetic nucleic acid control sequences were specifically detected for three respiratory pathogens, including the SARS coronavirus in proof-of-concept experiments. Considering that routine flow cytometers are able to detect up to four fluorescent channels, this novel assay may allow for the specific multiplex detection of a nucleic acid panel in a single tube.",2005-01-19,"Horejsh, Douglas; Martini, Federico; Poccia, Fabrizio; Ippolito, Giuseppe; Di Caro, Antonino; Capobianchi, Maria R.",Nucleic Acids Res,,,True,True,custom_license,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC548373/
efrv5nvf,dce8be353f8ed76957af86118e1b77fd82f54292,PMC,"Reference gene selection for quantitative real-time PCR analysis in virus infected cells: SARS corona virus, Yellow fever virus, Human Herpesvirus-6, Camelpox virus and Cytomegalovirus infections",10.1186/1743-422x-2-7,PMC549079,15705200,cc-by,"Ten potential reference genes were compared for their use in experiments investigating cellular mRNA expression of virus infected cells. Human cell lines were infected with Cytomegalovirus, Human Herpesvirus-6, Camelpox virus, SARS coronavirus or Yellow fever virus. The expression levels of these genes and the viral replication were determined by real-time PCR. Genes were ranked by the BestKeeper tool, the GeNorm tool and by criteria we reported previously. Ranking lists of the genes tested were tool dependent. However, over all, Î²-actin is an unsuitable as reference gene, whereas TATA-Box binding protein and peptidyl-prolyl-isomerase A are stable reference genes for expression studies in virus infected cells.",2005-02-10,"RadoniÄ, Aleksandar; Thulke, Stefanie; Bae, Hi-Gung; MÃ¼ller, Marcel A; Siegert, Wolfgang; Nitsche, Andreas",Virol J,,,True,True,comm_use_subset,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC549079/
xtg0e142,cbd8eed5192247d945644651f0a9de6166992567,PMC,A novel pancoronavirus RT-PCR assay: frequent detection of human coronavirus NL63 in children hospitalized with respiratory tract infections in Belgium,10.1186/1471-2334-5-6,PMC549190,15686594,cc-by,"BACKGROUND: Four human coronaviruses are currently known to infect the respiratory tract: human coronaviruses OC43 (HCoV-OC43) and 229E (HCoV-229E), SARS associated coronavirus (SARS-CoV) and the recently identified human coronavirus NL63 (HCoV-NL63). In this study we explored the incidence of HCoV-NL63 infection in children diagnosed with respiratory tract infections in Belgium. METHODS: Samples from children hospitalized with respiratory diseases during the winter seasons of 2003 and 2004 were evaluated for the presence of HCoV-NL63 using a optimized pancoronavirus RT-PCR assay. RESULTS: Seven HCoV-NL63 positive samples were identified, six were collected during January/February 2003 and one at the end of February 2004. CONCLUSIONS: Our results support the notation that HCoV-NL63 can cause serious respiratory symptoms in children. Sequence analysis of the S gene showed that our isolates could be classified into two subtypes corresponding to the two prototype HCoV-NL63 sequences isolated in The Netherlands in 1988 and 2003, indicating that these two subtypes may currently be cocirculating.",2005-02-01,"MoÃ«s, Elien; Vijgen, Leen; Keyaerts, Els; Zlateva, Kalina; Li, Sandra; Maes, Piet; Pyrc, Krzysztof; Berkhout, Ben; van der Hoek, Lia; Van Ranst, Marc",BMC Infect Dis,,,True,True,comm_use_subset,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC549190/
bbvxu8op,867e1b0f6ca8757f2a32a625d99b23888ab40d49,PMC,"Comparisons of substitution, insertion and deletion probes for resequencing and mutational analysis using oligonucleotide microarrays",10.1093/nar/gni034,PMC549431,15722479,no-cc,"Although oligonucleotide probes complementary to single nucleotide substitutions are commonly used in microarray-based screens for genetic variation, little is known about the hybridization properties of probes complementary to small insertions and deletions. It is necessary to define the hybridization properties of these latter probes in order to improve the specificity and sensitivity of oligonucleotide microarray-based mutational analysis of disease-related genes. Here, we compare and contrast the hybridization properties of oligonucleotide microarrays consisting of 25mer probes complementary to all possible single nucleotide substitutions and insertions, and one and two base deletions in the 9168 bp coding region of the ATM (ataxia telangiectasia mutated) gene. Over 68 different dye-labeled single-stranded nucleic acid targets representing all ATM coding exons were applied to these microarrays. We assess hybridization specificity by comparing the relative hybridization signals from probes perfectly matched to ATM sequences to those containing mismatches. Probes complementary to two base substitutions displayed the highest average specificity followed by those complementary to single base substitutions, single base deletions and single base insertions. In all the cases, hybridization specificity was strongly influenced by sequence context and possible intra- and intermolecular probe and/or target structure. Furthermore, single nucleotide substitution probes displayed the most consistent hybridization specificity data followed by single base deletions, two base deletions and single nucleotide insertions. Overall, these studies provide valuable empirical data that can be used to more accurately model the hybridization properties of insertion and deletion probes and improve the design and interpretation of oligonucleotide microarray-based resequencing and mutational analysis.",2005-02-18,"Karaman, Mazen W.; Groshen, Susan; Lee, Chi-Chiang; Pike, Brian L.; Hacia, Joseph G.",Nucleic Acids Res,,,True,True,custom_license,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC549431/
e6e5nvn9,a9eaa4a3217735fbc02153aeea3f34e9c763e5d3,PMC,The Severe Acute Respiratory Syndrome (SARS)-coronavirus 3a protein may function as a modulator of the trafficking properties of the spike protein,10.1186/1743-422x-2-5,PMC549520,15703085,cc-by,"BACKGROUND: A recent publication reported that a tyrosine-dependent sorting signal, present in cytoplasmic tail of the spike protein of most coronaviruses, mediates the intracellular retention of the spike protein. This motif is missing from the spike protein of the severe acute respiratory syndrome-coronavirus (SARS-CoV), resulting in high level of surface expression of the spike protein when it is expressed on its own in vitro. PRESENTATION OF THE HYPOTHESIS: It has been shown that the severe acute respiratory syndrome-coronavirus genome contains open reading frames that encode for proteins with no homologue in other coronaviruses. One of them is the 3a protein, which is expressed during infection in vitro and in vivo. The 3a protein, which contains a tyrosine-dependent sorting signal in its cytoplasmic domain, is expressed on the cell surface and can undergo internalization. In addition, 3a can bind to the spike protein and through this interaction, it may be able to cause the spike protein to become internalized, resulting in a decrease in its surface expression. TESTING THE HYPOTHESIS: The effects of 3a on the internalization of cell surface spike protein can be examined biochemically and the significance of the interplay between these two viral proteins during viral infection can be studied using reverse genetics methodology. IMPLICATION OF THE HYPOTHESIS: If this hypothesis is proven, it will indicate that the severe acute respiratory syndrome-coronavirus modulates the surface expression of the spike protein via a different mechanism from other coronaviruses. The interaction between 3a and S, which are expressed from separate subgenomic RNA, would be important for controlling the trafficking properties of S. The cell surface expression of S in infected cells significantly impacts viral assembly, viral spread and viral pathogenesis. Modulation by this unique pathway could confer certain advantages during the replication of the severe acute respiratory syndrome-coronavirus.",2005-02-10,"Tan, Yee-Joo",Virol J,,,True,True,comm_use_subset,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC549520/
lgcmamfb,65cc7496f21429d81b3ae129d9c39764e2a1f568,PMC,The Courage to Change the Rules: A Proposal for an Essential Health R&D Treaty,10.1371/journal.pmed.0020014,PMC549583,15736991,cc-by,The medical needs of many of the world's population go unmet. A new treaty on essential health R&D could provide a binding framework to redirect today's scientific expertise to priority needs,2005-02-22,"Dentico, Nicoletta; Ford, Nathan",PLoS Med,,,True,True,comm_use_subset,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC549583/
4u2re1cu,38fec468e30f4e956339345baeef4f15c7541cf5,PMC,SARS Transmission Pattern in Singapore Reassessed by Viral Sequence Variation Analysis,10.1371/journal.pmed.0020043,PMC549591,15736999,cc-by,"BACKGROUND: Epidemiological investigations of infectious disease are mainly dependent on indirect contact information and only occasionally assisted by characterization of pathogen sequence variation from clinical isolates. Direct sequence analysis of the pathogen, particularly at a population level, is generally thought to be too cumbersome, technically difficult, and expensive. We present here a novel application of mass spectrometry (MS)âbased technology in characterizing viral sequence variations that overcomes these problems, and we apply it retrospectively to the severe acute respiratory syndrome (SARS) outbreak in Singapore. METHODS AND FINDINGS: The success rate of the MS-based analysis for detecting SARS coronavirus (SARS-CoV) sequence variations was determined to be 95% with 75 copies of viral RNA per reaction, which is sufficient to directly analyze both clinical and cultured samples. Analysis of 13 SARS-CoV isolates from the different stages of the Singapore outbreak identified nine sequence variations that could define the molecular relationship between them and pointed to a new, previously unidentified, primary route of introduction of SARS-CoV into the Singapore population. Our direct determination of viral sequence variation from a clinical sample also clarified an unresolved epidemiological link regarding the acquisition of SARS in a German patient. We were also able to detect heterogeneous viral sequences in primary lung tissues, suggesting a possible coevolution of quasispecies of virus within a single host. CONCLUSION: This study has further demonstrated the importance of improving clinical and epidemiological studies of pathogen transmission through the use of genetic analysis and has revealed the MS-based analysis to be a sensitive and accurate method for characterizing SARS-CoV genetic variations in clinical samples. We suggest that this approach should be used routinely during outbreaks of a wide variety of agents, in order to allow the most effective control.",2005-02-22,"Liu, Jianjun; Lim, Siew Lan; Ruan, Yijun; Ling, Ai Ee; Ng, Lisa F. P; Drosten, Christian; Liu, Edison T; Stanton, Lawrence W; Hibberd, Martin L",PLoS Med,,,True,True,comm_use_subset,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC549591/
e62cfqt7,b022e6ee1e7b9a0a822b1255c2fa12f81ddc52fd,PMC,A Gene Encoding Sialic-Acid-Specific 9-O-Acetylesterase Found in Human Adult Testis,10.1155/s1110724304307084,PMC551583,15292578,no-cc,"Using differential display RT-PCR, we identified a gene of 2750 bp from human adult testis, named H-Lse, which encoded a putative protein of 523 amino acids and molecular weight of 58 kd with structural characteristics similar to that of mouse lysosome sialic-acid-specific 9-O-acetylesterase. Northern blot analysis showed a widespread distribution of H-Lse in various human tissues with high expression in the testis, prostate, and colon. In situ hybridization results showed that while H-Lse was not detected in embryonic testis, positive signals were found in spermatocytes but not spermatogonia in adult testis of human. The subcellular localization of H-Lse was visualized by green fluorescent protein (GFP) fused to the amino terminus of H-Lse, showing compartmentalization of H-Lse in large dense-core vesicles, presumably lysosomes, in the cytoplasm. The developmentally regulated and spermatogenic stage-specific expression of H-Lse suggests its possible involvement in the development of the testis and/or differentiation of germ cells.",2004-07-29,"Zhu, Hu; Chang Chan, Hsiao; Zhou, Zuoming; Li, Jianming; Zhu, Hui; Yin, Lanlan; Xu, Ming; Cheng, Lijun; Sha, Jiahao",J Biomed Biotechnol,,,True,True,custom_license,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC551583/
04cuk2cn,47dfb70a9174ea549a6850eb64223361ff14e597,PMC,Recombinant Tula hantavirus shows reduced fitness but is able to survive in the presence of a parental virus: analysis of consecutive passages in a cell culture,10.1186/1743-422x-2-12,PMC552329,15725355,cc-by,"Tula hantavirus carrying recombinant S RNA segment (recTULV) grew in a cell culture to the same titers as the original cell adapted variant but presented no real match to the parental virus. Our data showed that the lower competitiveness of recTULV could not be increased by pre-passaging in the cell culture. Nevertheless, the recombinant virus was able to survive in the presence of the parental virus during five consecutive passages. The observed survival time seems to be sufficient for transmission of newly formed recombinant hantaviruses in nature.",2005-02-22,"Plyusnina, Angelina; Plyusnin, Alexander",Virol J,,,True,True,comm_use_subset,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC552329/
mvxz7lx7,85eb641e06b0d6b1a0b202275add0c5d27e53d71,PMC,Australia's international health relations in 2003,10.1186/1743-8462-2-3,PMC552331,15720728,cc-by,"A survey for the year 2003 of significant developments in Australia's official international health relations, and their domestic ramifications, is presented. The discussion is set within the broader context of Australian foreign policy. Sources include official documents, media reports and consultations with officers of the Department of Health and Ageing responsible for international linkages.",2005-02-21,"Barraclough, Simon",Aust New Zealand Health Policy,,,True,True,comm_use_subset,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC552331/
m9rg6d3w,ab1ac4f7b9c57dad5e3d61f72e8e3d552059fa09,PMC,Synergistic inhibition of human cytomegalovirus replication by interferon-alpha/beta and interferon-gamma,10.1186/1743-422x-2-14,PMC554982,15727684,cc-by,"BACKGROUND: Recent studies have shown that gamma interferon (IFN-Î³) synergizes with the innate IFNs (IFN-Î± and IFN-Î²) to inhibit herpes simplex virus type 1 (HSV-1) replication in vitro. To determine whether this phenomenon is shared by other herpesviruses, we investigated the effects of IFNs on human cytomegalovirus (HCMV) replication. RESULTS: We have found that as with HSV-1, IFN-Î³ synergizes with the innate IFNs (IFN-Î±/Î²) to potently inhibit HCMV replication in vitro. While pre-treatment of human foreskin fibroblasts (HFFs) with IFN-Î±, IFN-Î² or IFN-Î³ alone inhibited HCMV plaque formation by ~30 to 40-fold, treatment with IFN-Î± and IFN-Î³ or IFN-Î² and IFN-Î³ inhibited HCMV plaque formation by 163- and 662-fold, respectively. The generation of isobole plots verified that the observed inhibition of HCMV plaque formation and replication in HFFs by IFN-Î±/Î² and IFN-Î³ was a synergistic interaction. Additionally, real-time PCR analyses of the HCMV immediate early (IE) genes (IE1 and IE2) revealed that IE mRNA expression was profoundly decreased in cells stimulated with IFN-Î±/Î² and IFN-Î³ (~5-11-fold) as compared to vehicle-treated cells. Furthermore, decreased IE mRNA expression was accompanied by a decrease in IE protein expression, as demonstrated by western blotting and immunofluorescence. CONCLUSION: These findings suggest that IFN-Î±/Î² and IFN-Î³ synergistically inhibit HCMV replication through a mechanism that may involve the regulation of IE gene expression. We hypothesize that IFN-Î³ produced by activated cells of the adaptive immune response may potentially synergize with endogenous type I IFNs to inhibit HCMV dissemination in vivo.",2005-02-23,"Sainz, Bruno; LaMarca, Heather L; Garry, Robert F; Morris, Cindy A",Virol J,,,True,True,comm_use_subset,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC554982/
89xnnvuv,7aa3c6793455d0748b58fc6ff75ab336b2863c6c,PMC,Orientation determination by wavelets matching for 3D reconstruction of very noisy electron microscopic virus images,10.1186/1472-6807-5-5,PMC555555,15743519,cc-by,"BACKGROUND: In order to perform a 3D reconstruction of electron microscopic images of viruses, it is necessary to determine the orientation (Euler angels) of the 2D projections of the virus. The projections containing high resolution information are usually very noisy. This paper proposes a new method, based on weighted-projection matching in wavelet space for virus orientation determination. In order to speed the retrieval of the best match between projections from a model and real virus particle, a hierarchical correlation matching method is also proposed. RESULTS: A data set of 600 HSV-1 capsid particle images in different orientations was used to test the proposed method. An initial model of about 40 Ã resolutions was used to generate projections of an HSV-1 capsid. Results show that a significant improvement, in terms of accuracy and speed, is obtained for the initial orientation estimates of noisy herpes virus images. For the bacteriophage (P22), the proposed method gave the correct reconstruction compared to the model, while the classical method failed to resolve the correct orientations of the smooth spherical P22 viruses. CONCLUSION: This paper introduces a new method for orientation determination of low contrast images and highly noisy virus particles. This method is based on weighted projection matching in wavelet space, which increases the accuracy of the orientations. A hierarchical implementation of this method increases the speed of orientation determination. The estimated number of particles needed for a higher resolution reconstruction increased exponentially. For a 6 Ã resolution reconstruction of the HSV virus, 50,000 particles are necessary. The results show that the proposed method reduces the amount of data needed in a reconstruction by at least 50 %. This may result in savings 2 to 3 man-years invested in acquiring images from the microscope and data processing. Furthermore, the proposed method is able to determine orientations for some difficult particles like P22 with accuracy and consistency. Recently a low PH sindbis capsid was determined with the proposed method, where other methods based on the common line fail.",2005-03-02,"Saad, Ali Samir",BMC Struct Biol,,,True,True,comm_use_subset,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC555555/
zowp10ts,03203ab50eb64271a9e825f94a1b1a6c46ea14b3,PMC,Recombination Every Day: Abundant Recombination in a Virus during a Single Multi-Cellular Host Infection,10.1371/journal.pbio.0030089,PMC1054884,15737066,cc-by,"Viral recombination can dramatically impact evolution and epidemiology. In viruses, the recombination rate depends on the frequency of genetic exchange between different viral genomes within an infected host cell and on the frequency at which such co-infections occur. While the recombination rate has been recently evaluated in experimentally co-infected cell cultures for several viruses, direct quantification at the most biologically significant level, that of a host infection, is still lacking. This study fills this gap using the cauliflower mosaic virus as a model. We distributed four neutral markers along the viral genome, and co-inoculated host plants with marker-containing and wild-type viruses. The frequency of recombinant genomes was evaluated 21 d post-inoculation. On average, over 50% of viral genomes recovered after a single host infection were recombinants, clearly indicating that recombination is very frequent in this virus. Estimates of the recombination rate show that all regions of the genome are equally affected by this process. Assuming that ten viral replication cycles occurred during our experimentâbased on data on the timing of coat protein detectionâthe per base and replication cycle recombination rate was on the order of 2 Ã 10(â5) to 4 Ã 10(â5). This first determination of a virus recombination rate during a single multi-cellular host infection indicates that recombination is very frequent in the everyday life of this virus.",2005-03-01,"Froissart, Remy; Roze, Denis; Uzest, Marilyne; Galibert, Lionel; Blanc, Stephane; Michalakis, Yannis",PLoS Biol,,,True,True,comm_use_subset,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1054884/
i4pmux28,f1548a1bcf0d81c278b46d24408dc7e63d9ce09d,PMC,Why can't I visit? The ethics of visitation restrictions â lessons learned from SARS,10.1186/cc2930,PMC1065028,15469583,no-cc,"Patients want, need and expect that their relatives will be able to visit them during inpatient admissions or accompany them during ambulatory visits. The sudden outbreak of severe acute respiratory syndrome (SARS), or a similar contagious pathogen, will restrict the number of people entering the hospital. The ethical values that underlie visitor restrictions are discussed here.",2004-08-31,"Rogers, Sharon",Crit Care,,,True,True,custom_license,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1065028/
